pdf_filename,qa1_split,qa3_hyperparams,qa4_dataset,qa_score_total,qa_nivel,area_dominio,justificacion,extraction_error
chen2025glr.pdf,1,1,1,3.0,Alta calidad,Ciencias Exactas y Computación,"QA1: The paper explicitly reports train/test splits with specific dataset sizes in Table 1 for all three datasets (e.g., FB15K-237: 272,115 train, 17,535 validation, 20,466 test). QA2: Multiple baselines are compared (TransE, TuckER, NBFNet, SimKGC, ChatGPT, KICGPT, CP-KGC, DIFT+CoLE, LLaMA variants) across embedding-based and LLM-based methods, providing comprehensive comparison. QA3: Complete hyperparameter set reported including LoRA-specific parameters (rank r=8, scaling factor α=32, dropout 0.05), learning rate 1×10⁻⁴, batch size 8, 1 epoch, maximum sequence length 4096, plus 4-bit quantization and optimization details. QA4: All three datasets fully characterized: name + domain context (UMLS biomedical, FB15K-237 general domain from Freebase, WN18RR lexical hierarchies from WordNet) + explicit size statistics in Table 1.",FALSE
cheng2025prompt.pdf,0.5,0.5,1,2.0,Alta calidad,Lenguaje y Humanidades,"QA1 (0.5): The paper mentions splitting data for pre-training and fine-tuning phases but does not explicitly report proportions or exact sizes for the experimental splits. For example, pre-training uses ""1.5×10^6 triples"" and fine-tuning uses WebQSP (2998 training, 100 dev, 1639 test) and MetaQA (sizes reported in Table 3), but the paper does not clearly specify the train/validation/test split for the pre-training phase on the knowledge graphs themselves. QA2 (1.0): The paper compares against two strong baselines: (1) fine-tuning only on KGQA tasks without knowledge infusion, and (2) infusion with knowledge triples only (without prompt-based unification). Additionally, ablation studies compare against multiple conditions (no unification, task-only prompts, entity-only prompts), and PEFT comparisons include adapter-tuning and LoRA. QA3 (0.5): The pre-training section reports learning rate (4×10^-1 with linear decay), batch sizes (128 for small/base, 64 for large), number of epochs (40 for small/base, 20 for large), optimizer (AdaFactor), and dropout (0.1). However, for the fine-tuning phase on KGQA, the paper explicitly states ""no dataset-specific hyperparameter tuning is applied"" but does not report the learning rate, batch size, or other hyperparameters used for fine-tuning. For PEFT methods, the paper mentions ""default HuggingFace implementations of adapter-tuning and LoRA"" without specifying technique-specific parameters (e.g., LoRA rank, alpha, adapter bottleneck size). This is insufficient for a score of 1.0. QA4 (1.0): All datasets are fully characterized: (a) WebQSP is named and described as containing 4737 natural language questions from Freebase with 2-hop reasoning; (b) MetaQA is named, its domain (movie) is specified, and it includes 400,000+ questions broken down by hop type (1-hop: 29,000; 2-hop: 140,000; 3-hop: 140,000), with training/dev/test splits reported in Table 3. Domain: Lenguaje y Humanidades—the paper addresses knowledge graph question answering (KGQA), a general NLP task working with standard benchmarks and natural language reasoning, not domain-specific to health, finance, law, or code.",FALSE
chitrakala2025rltweet.pdf,1,1,1,3.0,Alta calidad,Industria y Negocios,"QA1 (1.0): The paper explicitly reports train/validation/test splits with exact proportions: ""Training: 1707 (80%), Validation: 213 (10%), Test: 214 (10%)"" in Table 1, meeting the requirement for clear, numerically specified splits. QA2 (1.0): The paper compares against two baseline strategies: (1) zeroshot generation using pretrained models without fine-tuning (Section 3.6), and (2) supervised fine-tuning alone before RL, with results across three different models. Tables 5 and 6 present comprehensive comparisons across three stages (base pretrained, fine-tuned, RL-enhanced). QA3 (1.0): Complete hyperparameter reporting is provided: LoRA rank r=16, alpha α=32, dropout p=0.05 (Section 3.7.4); learning rate 5×10⁻⁵, batch size 8 with gradient accumulation to 32, max steps 1800, optimizer AdamW with weight decay 0.01 (Section 3.7.5); XGBoost engagement model parameters; PPO parameters including clipping range 0.2, entropy coefficient 0.01 (Section 3.10.1). QA4 (1.0): Dataset is fully characterized: name (""Verified NFT Tweets"" from Kaggle), domain (NFT-related tweets, 2020-2022), and size details (2134 total after curation, split across engagement levels: Low 725, Medium 710, High 699; training 1707, validation 213, test 214).",FALSE
choi2025agentreport.pdf,1,1,1,3.0,Alta calidad,Ciencias Exactas y Computación,"QA1 (1): The paper explicitly reports an 8:1:1 train/validation/test split with fixed random seed (Section 3.1: ""The dataset was partitioned into training, validation, and test sets at an 8:1:1 ratio""). QA2 (1): The paper compares against two baselines: a LoRA-based Baseline (Section 4.4) and GPT-4o under 0-shot and 3-shot settings (Section 4.4 and Figure 7). QA3 (1): Complete hyperparameter reporting is provided (Section 4.1): batch size 1, gradient accumulation 8, learning rate 2×10⁻⁴, LoRA rank 16, dropout 0.05, 3 epochs, random seed 42, plus PEFT-specific parameters (rank, dropout). QA4 (1): Dataset is fully characterized: name (Bugzilla-based dataset from [27]), domain (open-source bug report generation, software maintenance), and size (3966 summary–report pairs, 8:1:1 split → 3172 train / 397 validation / 397 test).",FALSE
dietrich2025ner.pdf,1,1,1,3.0,Alta calidad,Salud y Biomedicina,"QA1 (score 1): Section 2.6 explicitly states ""stratified five-fold cross validation with 80:20 splits"" for T5 fine-tuning, and the same methodology is applied to Zephyr with exact proportions reported. QA2 (score 1): The paper compares fine-tuned T5, fine-tuned Zephyr, zero-shot Zephyr, zero-shot GPT 3.5, and zero-shot GPT 4—multiple baselines across sections 3.3. QA3 (score 1): For Zephyr fine-tuning, the paper explicitly reports learning rate (0.0002), batch size (1), epochs (1), optimizer (paged_adamw_8bit), and QLoRA-specific parameters (4-bit quantization, maximum quantization samples 1024). T5 parameters are referenced to [32]. QA4 (score 1): The dataset is fully characterized: name (multi-source corpus from PubMed, ADECorpus, SMM4H, drugs.com), domain (pharmacovigilance NER with adverse event/drug/dose/indication entities), and size (890 records total, 500 from ADE Corpus used in model selection experiments).",FALSE
dormus2025harnessing.pdf,1,1,1,3.0,Alta calidad,Salud y Biomedicina,"QA1=1: The paper explicitly reports train/test split with exact sizes: 6097 notes randomly selected for annotation, 3000 designated as test set, 3097 plus 3000 additional notes comprising validation set (Figure 1 and text). QA2=0.5: The paper compares three fine-tuned models (Llama 2 7B, Mistral 7B, Mixtral 8×7B) against each other but lacks comparison with external baselines or prior published deidentification methods, making it a single-method evaluation across model variants. QA3=1: Complete hyperparameter reporting includes learning rate (5e-5), batch sizes (24 for Llama 2/Mistral, 20 for Mixtral), epochs (15), optimizer (AdamW), weight decay (0.01), and PEFT-specific LoRA parameters: rank=32, alpha=64, dropout=0.1, quantization (8-bit for 7B models, 4-bit for Mixtral). QA4=1: Dataset fully characterized with name/identifier (425,680 clinical notes from Bordeaux University Hospital emergency department), domain/task context (clinical deidentification for emergency department triage notes, 2013-2022), and size breakdown (3000 test, 6097 total annotated, 425,680 source repository).",FALSE
elbakary2025mira.pdf,0.5,0.5,1,2.0,Alta calidad,Ciencias Exactas y Computación,"QA1 (0.5): Split is mentioned (""only sample around 20% of the training set and 2% of the test set"") but lacks explicit proportions for train/validation/test or total dataset sizes in absolute numbers. QA2 (1.0): Comparison against two baselines: FedIT [15] and FedPTuning [16], with results reported in Figures 3 and Table I. QA3 (0.5): Learning rate, batch size (8), and number of communication rounds (60) are provided. However, LoRA-specific parameters are incompletely reported: rank r is varied {4,8,16} with r=16 selected, but α (alpha) is discussed theoretically as ""functionally equivalent to optimizing the learning rate"" without explicit numerical value. Optimizer type (Adam) is mentioned but not full configuration. QA4 (1.0): Two datasets fully characterized: (a) Natural Instructions (NI) with domain (NLP instruction-following tasks), size (20% of training, 2% of test sampled, 80 clients); (b) Dolly-15k with domain (instruction-tuned LLM dataset), and size (80 clients). Both datasets include name, domain context, and size specifications. Domain classification: LLM fine-tuning, federated learning, and parameter-efficient tuning are core computational topics without clinical or biomedical focus.",FALSE
elmitwalli2024ft.pdf,1,1,1,3.0,Alta calidad,Salud y Biomedicina,"QA1: The paper explicitly reports train/validation/test splits with exact proportions: 90% of data for training/validation (80% train, 10% validation) and 10% for testing, applied to ~12,000 tweets per model after augmentation (~9,600 train, 1,200 validation, 1,200 test). QA2: The paper compares fine-tuned Flan-T5 against exactly one baseline—the pre-trained Flan-T5 model (accuracy 0.33 vs 0.91 for tobacco intent, 0.36 vs 0.93 for e-cigarette intent, 0.65 vs 0.94 for sentiment). No comparison with other fine-tuning methods or alternative baselines is provided. QA3: Table 5 provides a complete hyperparameter configuration including LoRA-specific parameters (rank=64, alpha=64, dropout=0.05), learning rate (3e-4), batch size (32), number of epochs (10), optimizer (AdamW), evaluation frequency, early stopping criteria (3-epoch patience), and monitoring metric (validation F1). QA4: The paper fully characterizes datasets with (1) names/identifiers (Tobacco Intent LLM, E-cigarette Intent LLM, Sentiment LLM datasets; also COP9 real-world tweets), (2) domain context (tobacco and e-cigarette-related social media sentiment analysis and intent classification for public health research), and (3) explicit sizes (3,000 original tweets per dataset augmented to ~12,000; COP9 dataset: 347 sentiment tweets, 207 tobacco intent, 131 e-cigarette intent).",FALSE
gogineni2025ft.pdf,1,1,1,3.0,Alta calidad,Ciencias Exactas y Computación,"QA1 (1): The paper explicitly specifies train/test splits for the Alpaca dataset (52,000 instructions used across models, trained for 1 epoch), and clearly states separate hyperparameters and configurations for each model. QA2 (0): No baseline comparisons are made. The paper presents results for fine-tuned models with different optimization combinations but does not compare against a base model without fine-tuning or alternative fine-tuning methods. QA3 (1): Complete hyperparameter reporting is provided. For each model (Phi-3, LLaMA-3.1, Gemma-2B), the paper explicitly reports: learning rate (0.0003 or 0.00002), batch size (2), gradient accumulation steps (16 or 64), optimizer (AdamW) with weight decay, epochs (1), and PEFT-specific parameters (LoRA rank 8/64 and alpha 16/128). QA4 (1): The Alpaca dataset is fully characterized: name (""Alpaca dataset""), domain (general instruction-following for fine-tuning), and size (52,000 instructions/demonstrations). Evaluation used Sycophancy Evaluation Benchmark with explicit accuracy improvements reported (2-5% gains).",FALSE
gorbatovski2024qa.pdf,1,1,1,3.0,Alta calidad,Ciencias Exactas y Computación,"QA1: The paper explicitly reports train/validation/test splits for the SFT dataset (28,484 train / 500 validation / 1,000 test) and for the contrastive dataset (6,166 SO-SO / 36,366 SO-Par / 55,494 Par-Par comparisons). QA2: Only one baseline is compared—the base Llama model without fine-tuning (GP Llama). SFT and RLHF variants are ablations of the proposed method, not independent baselines. QA3: Complete hyperparameter sets are reported across all three phases: Classification (LR 5.0e-5, batch size 256, dropout 0.3), LoRA finetuning for SFT (rank 16, alpha 32, dropout 0.1, LR 1.0e-4), and RLHF with PPO (LR 1.41e-5, target KL 6, GAE λ 0.95, batch size 64, 10 epochs). QA4: Stack Overflow data fully characterized with name, domain (Python programming Q&A), and sizes (153,914 questions, 256,624 answers; SFT subset: 28,484 train / 500 val / 1,000 test).",FALSE
han2025ft.pdf,1,1,1,3.0,Alta calidad,Lenguaje y Humanidades,"QA1 (1): The paper explicitly reports 10-fold cross-validation with stratified sampling: ""we performed stratified sampling of each training fold from 363,861 to 100,000 question pairs (comprising 36,920 similar and 63,080 dissimilar pairs)"" and ""kept the same size of each test fold."" QA2 (1): The paper compares against multiple baselines including three state-of-the-art NLP models (SimCSE, MirrorBERT, S-CNN) and four pre-trained LLMs (Alpaca-LoRA-7B, Alpaca-LoRA-65B, LLaMA-7B, LLaMA-33B), plus n-shot variants. QA3 (1): Complete hyperparameters are explicitly reported: ""batch size of 128 and ten epochs,"" ""learning rate of 3e-4, lora_r set to 8, lora_alpha set to 16, lora_dropout rate of 0.05,"" plus inference parameters (temperature=0.1, top_p=0.75, top_k=40, num_beams=4). QA4 (1): The QQP dataset is fully characterized: name (Quora Question Pairs), domain/task context (question pair duplicate identification, part of GLUE benchmark), and size (404,290 total pairs: 255,027 non-duplicates, 149,263 duplicates).",FALSE
han2025ft2.pdf,1,1,1,3.0,Alta calidad,Industria y Negocios,"QA1 (score 1): Table 2 explicitly reports train/test/validation splits with exact sample counts: Train (103,395 + 113,281 = 216,676), Test (22,153 + 22,126 = 44,279), Validation (22,167 + 22,143 = 44,310), totaling 305,265 samples. QA2 (score 1): The paper compares fine-tuned models (Qwen2-FT, Minicpm3-FT) against multiple baselines including BERT, BERT-CNN, BERT-DPCNN, BERT-RCNN, BERT-RNN, ERNIE, and non-fine-tuned versions of Qwen2 and Minicpm3 (Table 5). QA3 (score 1): Table 4 provides complete LoRA-specific hyperparameters for both models including rank (8), lora_alpha (16), batch_size (2/8), learning_rate (5×10⁻⁵), lora_dropout (0.01), warmup_steps (10), and gradient_accumulation (24/16). QA4 (score 1): The paper characterizes the instruction dataset (DGI-Corpus) with name, domain/task context (Chinese disaster geospatial intelligence extraction across multiple disaster types), and size (305,265 total samples broken down by split and disaster type in Table 2). Additional datasets are described in Table 3 with names, sources, disaster types, and sample counts.",FALSE
harris2025benchmark.pdf,1,1,1,3.0,Alta calidad,Lenguaje y Humanidades,"QA1: The paper explicitly reports dataset splits with exact sizes. For Hook and Bait Urdu: 62,727 training (80%) and 15,682 testing (20%); for ISOT: 35,919 training and 8,979 testing. Table 2 provides detailed class-wise breakdown. QA2: Extensive baseline comparisons are provided. Table 4 compares against 6 Urdu FND benchmarks (Bend the Truth, UrduFake@FIRE 2020/2021, Urdu FND, Ax-to-Grind). Table 5 compares against 4 multilingual/cross-lingual FND approaches covering English+Chinese, English+Dravidian, English+Bengali, and English+Chinese COVID datasets. QA3: Complete hyperparameter reporting including learning rate (2e-5), batch size (16), epochs (5), LoRA rank (4), LoRA alpha (8), LoRA dropout (0.05), optimizer (AdamW), epsilon value, sequence length (512), and early stopping. All PEFT-specific parameters (rank and alpha) are explicitly reported in the experimental implementation details section. QA4: Both datasets fully characterized: (a) Hook and Bait Urdu with name, domain (domain-agnostic fake news detection covering 15 domains), size (78,409 total: 42,179 true, 36,230 fake); (b) ISOT Fake News with name, domain (English multi-domain fake news), size (44,898 total: 21,417 true, 23,481 fake).",FALSE
hou2024ft.pdf,1,1,1,3.0,Alta calidad,Salud y Biomedicina,"QA1 (1): The paper explicitly reports both train and test splits. For summary reports: 560 cases for fine-tuning with 10 entirely independent test cases. For physician letters: 14,479 letters for training with 10 independent test cases. Exact numbers are stated: ""Ten entirely independent cases, not included in the training dataset, were set aside for testing."" QA2 (0.5): The paper compares the fine-tuned model against exactly one baseline—the non-fine-tuned LLaMA-2 base model (shown in Figure 1). No comparison with other PEFT methods or alternative fine-tuning approaches is provided. QA3 (1): Complete hyperparameter reporting is present, including technique-specific LoRA parameters. Stated values: learning rate 1×10⁻⁵, batch size 2 per GPU, gradient accumulation 2, LoRA rank r=32, scaling factor 64, dropout 0.05, target weight matrices specified (q_proj, k_proj, v_proj, o_proj, gate_proj, up_proj, down_proj, lm_head), 8-bit paged AdamW optimizer, 500 iterations for summary reports and 15,000 for physician letters. QA4 (1): All three required elements are present: (a) dataset name/identifier: physician letters from University Hospital Erlangen 2010-2023; (b) domain and task context: ""physician letter generation"" and ""patient case summary reports"" in radiation oncology; (c) size: 14,479 letters for fine-tuning and 10 cases for testing (also 560 cases for summary report task). Domain classification: This is clinical NLP applied to radiation oncology with privacy-preserving local deployment using patient medical data.",FALSE
huang2024quant.pdf,0,0.5,1,1.5,Calidad media,Ciencias Exactas y Computación,"QA1 (0): No explicit train/test split sizes are reported. The paper evaluates quantized models on standard benchmarks (WikiText2, C4, PTB, PIQA, etc.) but does not explicitly state how these datasets were partitioned. The statement ""To ensure fairness... we set WikiText2 as the calibration dataset... with a sample size of 128 and a sequence length of 2048"" refers only to calibration data size, not train/test splits. QA2 (1): The paper extensively compares multiple quantization methods (RTN, GPTQ, AWQ, SmoothQuant, QuIP, PB-LLM, DB-LLM, BiLLM, SliM-LLM for PTQ; QLoRA, IR-QLoRA for LoRA-FT)—more than two baselines across three distinct evaluation tracks. QA3 (0.5): For PTQ methods, the paper provides bit-width parameters (#W, #A, #G) but lacks full hyperparameter details such as learning rate or optimization settings—these are evaluation-only methods. For LoRA-FT methods, it states ""we fine-tune all models using the same training data and consistent hyperparameters, including learning rate, batch size, number of training epochs, and LoRA configurations such as rank and scaling factors,"" but no specific numerical values are explicitly reported in the paper. QA4 (1): All datasets are fully characterized. Examples: ""WikiText2 [calibration dataset] with a sample size of 128 and sequence length of 2048""; ""five zero-shot evaluation tasks (PIQA, Winogrande, ARC-e, ARC-c, HellaSwag)""; ""5 visual language benchmarks (AI2D, ChartQA, DocVQA, MME, and MMBench(English))""; ""5-shot MMLU benchmark."" Each dataset name and task context are provided with sufficient characterization.",FALSE
iftikhar2025peft.pdf,1,0.5,1,2.5,Alta calidad,Ciencias Exactas y Computación,"QA1 (Score 1): Experimental split sizes are explicitly reported for all three datasets. IMDB: ""25 k training, 25 k val, 50 k test""; Rotten Tomatoes: ""9 k Training row, 1 k val, 1 k test""; Emotions: ""16k training rows, 2 k val, 2 k test"". QA2 (Score 1): The paper compares multiple baselines including centralized training, FedAvg, FedProx, FedNorm, FedFOLB, FedLoss, FedFull, and compares PEFT methods (LoRA, BitFit, QLoRA, IA3, full fine-tuning) within FedAvg. QA3 (Score 0.5): Learning rate (2e-5 mentioned in abstract), batch size (16 mentioned in text), and SGD optimizer are reported. However, specific LoRA hyperparameters (rank r, alpha) are not explicitly stated with numerical values in the experimental setup. The paper uses LoRA rank r symbolically but never assigns explicit values like ""rank=8"" or ""alpha=0.1"" in the hyperparameter section. Global training rounds (Gt=50) are reported. QA4 (Score 1): All three datasets are fully characterized: IMDB (sentiment classification, 100k rows, specific splits), Rotten Tomatoes (sentiment categorization, domain specified, splits given), Emotions (sentiment analysis with 6 classes, 16k training rows, splits specified). The paper is classified in ""Ciencias Exactas y Computación"" because it focuses on parameter-efficient fine-tuning techniques, federated learning algorithms, and computational efficiency optimization for large language models—core computer science and machine learning topics.",FALSE
